,filename,sentence,PiPP
5418236,breaking-bonds.epub.txt,"Kevin said nothing as Justin moved across the room, he flushed slightly bowing his head, pulling out of Toy quickly and turning away.",F
1961935,sixteen-vs-book-one-the-childhood-years.epub.txt,I'm sure my eyes were as big as cups looking at her.,F
2772603,the-twelve-attunements.epub.txt,"Sophie felt another prickle of energy, just a faint wisp, moving above her head, where this alleged chakra was supposed to be, and then...and then it was as if she was no longer in the sanctum.",F
3198606,the-vengeance-below.epub.txt,"As far as the Bureau's concerned, this case is unofficially finished.",F
618812,warhead.epub.txt,The floors tremble and the walls shake as he came upon a private office used for guests of the embassy.,F
3536867,the-wizards-tears.epub.txt,Kate smiled as she swung the sword above her head.,F
509068,i-am-lance-richard-deity-lord-book-1.epub.txt,He formed a glare on his face as Leanna looked at him with a frown before walking towards Bulk who hugged her and he placed a hand on Bulk's shoulder that looked at him with a sad look in his eyes.,F
665375,totality-beliefs-and-the-religious-imagination.epub.txt,"No candidate won more than a few hundred votes and although participation in elections did bring TM to people's notice, it probably also linked it in their minds with other fringe political organizations such as the Monster Raving Loony Party.",F
1263285,a-successful-landing-on-safe-ground-the-dangerous-escape-fro.epub.txt,The ice was used as a cooling device for perishable items and was stored in basements and cellars.,F
1858099,requiem-for-athens.epub.txt,"He left, as every other boy in every other time, with mixed feelings of joy and fear, as he skipped off to his first day of school.",F
5511597,touchstone.epub.txt,His mouth was as dry as a witch's tit and he pushed past her taking up the jug of ale which stood on his table.,F
5169287,you-die-i-die-love-poems-part-4.epub.txt,"Till the time you told the dew-drop to fantastically mesmerize; it felt as if the most unsurpassably kingly entity on this unfathomably majestic planet,

But the instant you dictated it to metamorphose into uncouthly chauvinistic blood; it died a death more sadistic that what the most deliriously lambasting of death; could ever perceive to be .",F
534307,totem-rise-of-the-white-viper-the-totem-saga-book-1.epub.txt,"He was attacking as many as he could, jumping off the sides of the spires from one to the other.",F
2453703,crystal-grader.epub.txt,"But then bad as last year was I think I'll just stay under the covers for awhile.""",F
4739514,the-concept-of-love.epub.txt,"When the good people fail to teach the young ones about love, the opportunistic evil ones will teach them love as lust, and it is that wrong opinion that rules their lives forever.",F
1007300,murder-on-the-titanic.epub.txt,"The train's whistle blows as it rattles along, but I raise my voice above it.",F
5249878,the-truckers.epub.txt,"CHAPTER THIRTY EIGHT

Rep. Salinas Bapson, white haired and handsome, almost as trim as he was the day he left the Marines in 1946, bounded out of his big chair and around his rich walnut desk to grasp the outstretched hand of Mickey Sullivan.",F
3257008,victimized-buchanans-secret.epub.txt,Rick made him realize his bullies saw the same fear in him as Rick and it angered him.,F
446972,offside.epub.txt,"""I don't know my left from my right,"" wailed Melanie as she collided for the sixth time with a young mother.",F
2029953,just-visiting.epub.txt,"It was a night that was burned in her mind for all of her life, she like a sex starved kitten, her ravisher as a rampaging lion.",F
1988003,crackernomics.epub.txt,Volunteers for public events such as the Olympics.,F
1736131,quantum-jump-part-six-of-the-thrones-of-mars.epub.txt,The screen blacked out as if to start again.,F
5534585,the-funniest-five-thousand-jokes-part-2.epub.txt,"Food and Drink

#6045

""I work as a Barman and for a while now I have been worried as I'm always hearing voices at work even though there is no one there.",F
4107320,low-angles.epub.txt,"I took a stool at the bar, ordered a beer, and watched idly as the bartender oozed down to the other end to signal Tats and Pancho.",F
4101067,summer-blast-2019-collection-of-science-fiction-fantasy-horr.epub.txt,"Her dismal expression worsens as Kimberly says, ""I don't look miserable.""",F
2989719,call-of-chaos.epub.txt,"""Perhaps, but we need to take a few minutes rest before heading to the chapel,"" Sarasnar said as his hands glowed with a silver light and he touched Laraf's chest.",F
385733,encyclopaedia-of-the-galactic-echo.epub.txt,"Regarded as a pioneer, and unusually for someone like this, respected across the spectrum, he became the voice of reason in a world increasing reliant on computers for its day to day living.",F
2164591,pierced.epub.txt,I also discover that the books I need for my new math class are twice as expensive as I expected.,F
5497547,each-and-all.epub.txt,"Megan lied, and started to cry as she fell into Sharon's arms and wept like she had when she had gone back to the cabin and told her mother everything.",F
5160008,my-low-carbohydrate-home-menu.epub.txt,Any one that feels that is not as hard as it was in the store is a candidate to be eaten.,F
3822351,mortimers-mark.epub.txt,"""They think she was _raped._ ""

The old man slowly nodded his head mechanically as his mind began to wander.",F
2339569,apocalypse-dawn-twilights-breaking.epub.txt,"""Actually–""

Kimberly's thoughts seem to be elsewhere as she interrupts me, ""Tomorrow then.""",F
513526,tortured-dreams.epub.txt,I tried not to groan as it shot pain down my leg.,F
2625745,the-double-edged-choice-a-futuristic-fantasy.epub.txt,"I have no idea about who we are, except that the way our parents were dressed in that picture, they looked as if they, or their families anyway, were important.",F
3879013,1-shades-of-gray-noir-city-shrouded-by-darkness.epub.txt,Two dozen analysts scrutinized the influx of information coming across the monitors as they typed at their workstations.,F
5657081,traphis-a-wizards-tale.epub.txt,"You see, Traphis, in order to put an end to the tyranny, the man once known as Nahan called out to me for help.",F
2111157,time-tells-tales-tale-five-a-gift-for-all.epub.txt,"Her baby was surrounded by love, even Serena and Catherine visited her baby at times, as Serena had done to herself as a baby.",F
197192,some-men-are-haunted-raven-hill-trilogy-book-one.epub.txt,"The boy was prepared to irritate his father as much as possible, simply because there was nothing else to do.",F
212865,the-samurai-strategy.epub.txt,"That too, Takahashi apologized, had been unproductive from the start as Noda-sama had been informed, and he, Takahashi, took full blame for the failure.",F
2420234,mrs-fitzroy.epub.txt,"It was as though they'd fallen into a movie, shards of memory flipped and furled around her; John's car being slowly swallowed by the sea, Ioannis waving a tearful farewell, Miriam's fierce face when Savva arrested her.",F
4350432,a-billionaires-ransom-part-1-a-military-action-and-adventure.epub.txt,"Alhaji Usman had been 'invited' by the elders as custom required, to marry from among their women and he had promptly chosen two of the most beautiful, first a childless widow, and then two years later, a young girl, marrying both according to custom.",F
2799608,i-am-original.epub.txt,They forget to live for themselves as in eating sleeping and procreate offsprings.,F
4475409,soul-snatcher-soul-series-book-1.epub.txt,He woozily looked over to her as she approached.,F
3239702,purpose-whisperer-of-night.epub.txt,She had to repeatedly tell herself that she wouldn't cry but just as she stood right in front of him the tears came.,F
952560,333-miles.epub.txt,Roger seized the opportunity to rip a loud fart just as the car came to a stop.,F
690659,the-legendary-mad-matilda.epub.txt,"As the waitress approaches us with menus, Dad smiles proudly as he looks down at my Bachelor's degree in Economics sitting in the frame he just bought for it.",F
4745961,the-wyrmstone-second-edition.epub.txt,Do as I say.,F
1826793,the-bright-black-sea.epub.txt,"Now, if you would've run as I advised, you could be living a new life.",F
1607504,the-storm-fishers-and-other-stories.epub.txt,"He stuck out his hand and remembered to smile, as the books on stellar etiquette suggested.",F
887854,the-revelation-of-the-messiah.epub.txt,This is why He is said to have a new name; Christ will return to the Father and be one with God as He was before creation.,F
4889700,the-elphame-chronicles-part-1-the-poisoned-sceptre.epub.txt,"They felt a little sorry for him, as the King Bear was noted for having a very bad temper.",F
4788838,finding-pride.epub.txt,"You know, we viewed your brother as part of our family.",F
4805160,the-adventures-of-sherlock-holmes.epub.txt,"Then I rang the bell, and, as I hoped, the assistant answered it.",F
1225126,shiksas-are-for-practice.epub.txt,"""Here,"" Ben replied as picked up his right hand and motioned to the teacher.",F
3197444,mariannes-vacation.epub.txt,"I patted the seat next to me and said, ""Trust me, I am sure it was nowhere near as interesting as what you imagined.""",F
4075746,the-fallen-and-the-elect.epub.txt,"Stephen would be fine by himself with his three guests since, as far as Alder knew, the name Aurora had come up a couple of times as part of misrouted accounting paperwork.",F
4974439,the-spirit-trilogy-force-book-2.epub.txt,"""I'm sure Emily will help me dress her,"" I announced as we drove home.",F
2273488,bryce-royal-live.epub.txt,"As long as it has a big bed and a TV on the wall, I'm happy.""",F
2922539,synchroshock-a-diary-of-uncanny-coincidences.epub.txt,"A deja vu thought synchro as it were.""",F
69437,red-warp.epub.txt,Each one was filled to capacity but Doyle passed them all without so much as a glance and led James to the back room.,F
4873031,caledonia-book-three.epub.txt,"He grinned and Brinnie felt her heart catch, as she smiled a small smile of her own.",F
3277945,infected-freaks-volume-one-family-first.epub.txt,"The crusty old man swallowed his agony and fired, his eyes cold as a serpent.",F
1065538,journey-to-aviad.epub.txt,"The day progressed as uneventfully as the night had, and they alternated steady walks with short rests.",F
1176462,the-naked-truth-about-small-group-ministry-when-it-wont-work.epub.txt,This will serve as a kick-off for your mentor-based discipleship process.,F
1267071,memos-to-america.epub.txt,"The professor knew his rule was bogus and created it anyway, but he sure fooled me because I didn't think he would make a plan to deceive the class as being part of our assignment.",F
4201071,omniwar-horsemen.epub.txt,"He could never react as fast and shut his eyes in prayer, ""I'm already going and you're the one in control.""",F
5182626,the-vampire-sword.epub.txt,"My attacker cried out in shock as he was thrown away from me and landed on the other side of the platform, where he lay with a comically stunned look on his face.",F
447947,demon-days-book-one.epub.txt,"""I am a little discouraged though that people will think that on my final day I burned the place down.""",F
1054677,old-habits.epub.txt,But you had to go and make things as messy as possible.,F
4555242,desolation-boulevard.epub.txt,"Bonnie was on her knees in the middle of the road, welded to Gabby as they cried together.",F
2790852,revenge-is-a-killer.epub.txt,The high rock face to the north provided good cover and the foot of the radio mast was particularly useful as it protruded slightly and gave a 270 degree view of the approach.,F
5371727,the-shrink-from-planet-zob-psychiatry-for-a-mad-world.epub.txt,"Environmentalists, as we know, receive plenty of this bullying when certain psychopathic and occasionally famous climate change deniers bring them down with tired clichés such as 'tree huggers'.",F
5195671,a-city-torn-in-two.epub.txt,"Marta shrieked, shocked, but soon she was chasing me around the table as Derek tried to dodge us, laughing hysterically.",F
3450738,bittersweets-terry-loves-alex-steamy-romance-series.epub.txt,Lipstick and eyebrow pencil and that was as good as it got.,F
3521420,the-coming-of-the-king.epub.txt,"His arm looked strangely shrunken, as if whole muscles had been stripped out, and the flesh was the colour of raw steak, crisscrossed with the black catgut that Menzies used for thread.",F
894295,many-untouchable-castes.epub.txt,They used sinews as cords in basket making.,F
4007121,a-trainers-tale.epub.txt,"The gems on her body glowed softly, as her bowl floated gently towards her.",F
2323708,rockstar-ghost.epub.txt,Dr. Cole swirled his red wine and took a sip as he watched the band get riddled with bullets and smiled cruelly.,F
236873,the-traveller.epub.txt,"Germany, as a matter of fact, but Peter was too young to remember much about it, although he had managed to pick up quite a bit of German, and still remembered it.",F
4421651,contractual-attraction.epub.txt,He hunkered down prepared for an offensive zone face-off with valuable points on the line as the ref leaned in to drop the puck.,F
399782,the-forbidden-army.epub.txt,He touched a finger to his ear as the response came back and he suddenly smiled courteously.,F
799566,holes.epub.txt,"She had performed rehearsals many times, in both daylight and darkness, so she was as comfortable here as she was in the tiny classroom.",F
5237438,be-the-monkey-ebooks-and-self-publishing-a-dialog-between-au.epub.txt,"Well, consider the opposite attitude: ""Hey, take as long as you like to get me the paperwork, I'm sure we'll get this thing signed eventually, and I know how busy you are.",F
2822817,for-rowdy-christians-everywhere.epub.txt,"The cardinal-bird got lively and serious, as he told his friend Luke, ""Fella, let me be the voice of experience: I think you would like the music business.",F
1615647,podcast-library-vol-2.epub.txt,"Doctors without Borders 60 mins - ""Dr. John Lawrence returns to the show to talk about MSF, or Doctors with Borders, as it's known in the United States.",F
2852716,nanosymbionts.epub.txt,Which would also serve as emergency anti-trauma medical nanites.,F
92878,bluster-strike-and-beyond-commentary-on-the-impeachment-tria.epub.txt,"describes how the non-signatory, although not internationally recognized as consenting to being bound by the Additional Protocol; nevertheless agrees to acknowledge it, and comply with it nominally on a completely voluntary basis when it chooses to do so:

b.",F
4386244,the-peking-incident.epub.txt,LaSalle watched the line of bombers as they followed him toward the 8000-foot runway.,F
4899984,fear-of-mystics.epub.txt,"Turning to look for the one he had incapacitated, he caught a glimpse as the man ran off to the east.",F
1531725,i-hope-you-find-me.epub.txt,"He said, as he carried the empty basket I had dumped onto one of the tables in the Rec room.",F
353608,mindforger.epub.txt,Bolt had to blink the thought away as he leaned over to his friend.,F
366759,baiting-fishing.epub.txt,"The yacht was an 80' monster carrying a crew of five: a captain, mate, mechanic, cook, and a chambermaid (who doubled as a waitress).",F
963169,wanted.epub.txt,I heard Anthony's car rev up a little and he sped off doing a little wheel spin as he went.,F
4609886,delver-magic-book-i-sanctums-breach.epub.txt,"Otherwise, you might as well refute everything I've told you.",F
4730416,oracles-legacy-children-of-sun-book-1.epub.txt,"The room began to shift as a shadow joined her side, showing slightly in the window.",F
3125417,1st-chance.epub.txt,"A dark figure ahead of me caused my heart to stop for a beat, then race against my chest as I realized the figure was walking on my side of the road and heading right for me.",F
1895152,mergeworld-1.epub.txt,The troops looked as grim and angry as he was.,F
2962667,sanctuarys-assassin-the-complete-part-1.epub.txt,"Dirwan smiled an understanding smile, patting Jabari on the shoulder as she rose.",F
3245222,frost-burn-the-fire-and-ice-series-book-1.epub.txt,Julian stalked forward as Drew started to get his bearings.,F
580166,books-one-to-four-of-the-sons-of-odin-angel-magic-edition-v1.epub.txt,Six Shadow Hounds of dark sleek fur standing as tall as a pony charged southwards up the hillside; tearing Rahkwel flesh into bleeding shreds.,F
2323815,rockstar-ghost.epub.txt,As soon as he was inside the mansion he realized that he had lost sight of Dr. Cole.,F
733316,the-horns-of-kern.epub.txt,He and all of the other trolls bowed as the horns passed by.,F
5472834,gildas-haven.epub.txt,"Before the New Testament was compiled, Christians accepted the Old Testament as their sacred Book.",F
1235500,ignite-midnight-fire-series-book-one.epub.txt,"The math was easier than she was used to, as were chemistry, biology, and Spanish.",F
4986384,the-valley-of-flowers.epub.txt,"The nurses became annoyed, when people visited just to take from the giving woman and use her as sounding board for their own problems.",F
749976,the-truth-about-muhammad-his-life-based-on-the-earliest-sour.epub.txt,"Moses (pbuh) was a Prophet and Jesus (pbuh) was also a Prophet If these two are the only criteria for this prophecy to be fulfilled, then all the Prophets of the Bible who came after  
Moses (pbuh) such as Solomon, Isaiah, Ezekiel, Daniel, Hosea, Joel, Malachi, John the Baptist, etc.",F
3797335,rise-of-dachwald.epub.txt,"I prefer to work behind the scenes, but, as many of the Moscorians can attest, occasionally I just can't resist getting involved in the action.",F
46742,twelve-gnomes-and-a-budgerigar.epub.txt,Bramton went silent as if his lips had been pinched shut at the very sound of the Duke.,F
2745892,no-way-out.epub.txt,That's where I came in as Tammi's flavor of the day.,F
5054461,the-president-elect-book-one-joseph-smith-the-prophet.epub.txt,"CHAPTER 6

NAUVOO, Monday, July 22

Sister Leonora Taylor wrote to Governor Ford as follows:

Nauvoo, July 22, 1844.",F
1144311,plucked-out-of-the-net.epub.txt,"Why not do as Brother Chaney suggested and see if you can get a short leave of absence?""",F
2865571,southern-baptists-and-southern-slavery-the-forgotten-crime-a.epub.txt,"The Chicago Statement of Biblical Inerrancy makes the following statements on biblical inerrancy:

ARTICLES OF AFFIRMATION AND DENIAL

Article I: We affirm that the Holy Scriptures are to be received as the authoritative Word of God.",F
4984394,global-information-society-watch-2011.epub.txt,"Many bloggers serve different functions, such as advocating on particular issues or documenting events.",F
2009355,a-promised-fate.epub.txt,"""Max,"" Ava warned as she passed by the den, ""don't squeeze Fluff too hard, you can hurt him.",F
3319623,unintended-heroes.epub.txt,Two large eyes blinked as it approached while a mouth so small its existence could be denied prepared to speak.,F
4532256,dynasty.epub.txt,"""My big bear,"" she said, snuggling against him as his arms folded around her.""",F
2454293,trapped-tale-version-2.epub.txt,He growled loudly as he turned around to face Kiara standing behind him his eyes narrowed in a glare aimed at her.,F
5606777,how-to-be-you.epub.txt,"# Sensing and Intuition

Though in looking at what each of the 4 awareness traits look like and value we've touched on how inward sensing can be used to help bring you back to a fundamental awareness of yourself, inward sensing as a personality trait should not be considered superior to other traits.",F
4185349,the-silver-sheen-chronicle-emblems-of-power.epub.txt,"We have, in the past, taken nomads in and hired them as drivers but stopped that practice in recent months due to...",F
4614928,suffering-focused-ethics-defense-and-implications.epub.txt,— as well as learning how to optimize personal productivity and health.,F
2310421,aacr-2016-abstracts-1-2696.epub.txt,Conclusion: cfDNA detection of MET amplification as a key resistance mechanism after EGFR TKI therapy is feasible in patients where tissue is not accessible or was undergenotyped and may be accompanied by a fast and dramatic clinical improvement.,F
1364441,the-survivors.epub.txt,It was a struggle not to cry as she shifted into gear.,F
4626233,the-punishment-of-the-gods.epub.txt,"Daryas complained as he struggled along, 'It seems that it will be another one of those years of treachery.'",F
217894,the-ring-of-eman-vath.epub.txt,"She shook her head, because though she did have questions she couldn't in that moment seem to remember a single one of them.",F
1118108,a-new-age-or-messianic-age-how-to-bring-it-into-being.epub.txt,"Passages such as this again tend to show that the authors of the New Testament likely thought of the symbolic ""Crucifixion of Christ"" as being that which would _make possible_ the _ending_ , at the same time as the _fulfilling_ , of the ""works"" of the ""first six days"" of the first symbolic ""sabbath week"" — by _undoing_ those ""works"" by means of a symbolic ""death"" — so that ""the people of God"" could finally enjoy the ""rest"" (Greek _kata-pausis_ ) of the symbolic ""Sabbath day"" — _in addition to_ enjoying the ""works"" (Greek _ergon_ ) that they would be able to perform during the _following_ symbolic ""sabbath week"" of creation.",F
725585,dont-you-remember.epub.txt,He clicks the phone off as I start laughing hysterically.,F
715783,the-hawk-volume-3.epub.txt,"What sort of man was he, John mused, as Luke, Tilda, and Esther asked to be excused from the table.",F
652398,blu-dream.epub.txt,"I swallowed his hot cum, savoring his taste as he pulled out of my mouth and reached for my shoulders.",F
1442998,the-kindest-people-be-excellent-to-each-other-volume-4.epub.txt,"There was wailing and crying by the helpless neighbours who were shouting for help to rescue the baby, but no one was ready to take the risk because at that point it was as if the entire building would cave in and collapse on the crying baby.",F
236281,school-of-athens.epub.txt,The young playwright looks on enviously as the pair of painted whores sitting on Alcibiades' lap run their hands through his hair and cackle at every clever word that leaves his mouth.,F
3549894,cerberus-tales-collection-3-dragon-fantasy-action-adventure-.epub.txt,"The coldness of the sidewalk chills my body, so I hug myself tighter as I continue to rock back and forth.",F
5181883,the-seven-churches-of-asia-the-path-of-the-chosen-revealed.epub.txt,This work as can be seen is designed for individual introspection.,F
4075773,the-fallen-and-the-elect.epub.txt,"""Then the key question is,"" Michael noted rhetorically, ""why would the angels we know as Abriel and Gishmael kill those associated with the project, along with their friends and family?",F
2832825,living-networks-anniversary-edition.epub.txt,"And professionals need to develop new skills, including understanding how their clients think, and interacting so as to develop clients' knowledge and capabilities.",F
1188983,truetom-vs-the-apostates.epub.txt,"Governing as though Plato's philosopher-kings—it is remarkable the similarities (See Chapter 42)—the ""apostles and older men"" in Jerusalem set policy for the first century congregation.",F
4296996,the-public-company-handbook-a-corporate-governance-and-discl.epub.txt,• Communications - such as a road show - made in connection with most 1933 Act registered offerings.,F
2889210,no-ordinary-day.epub.txt,"""That makes six of us,"" Lucy said as Ace started forward again.",F
2809524,the-moho-proviso.epub.txt,He half-noted Fowler's suggestions as he formulated what he must say to his boss after the others left.,F
105633,nothing-but-trouble.epub.txt,She moved against him as though seeking a more comfortable position.,F
389294,kindred-spirits.epub.txt,He covered it by coughing just as he reached the two of them.,F
2702767,the-temptation-of-the-buddha-a-fictional-study-in-the-histor.epub.txt,"The throats of victims are cut, women are raped and children hurled beneath horses' hooves or pierced by the_ _daggers of their raving mothers; the entire corpus is a hymn in praise_ _of suffering inevitable and unrelieved,""_

Though the ""romanticism"" of Delacroix is well adapted to a visualization of Kama Mara's ""temptation"" of Gotama—which certainly must have employed convincing, colorful, and dramatic effects—finally the more well ordered visual field characteristic of the 19th century Spanish painter Francisco Goya, sometimes called the ""father of modern art"" may better suit our purpose..",F
3017396,strange-short-stories-and-novellas.epub.txt,"But my grin was as crooked as it had been the first day they'd locked me in this dungeon of an ""institution.""",F
1977703,tower-defender.epub.txt,Her duties on the mission were to serve as a military attaché and provide aeronautical engineering support.,F
5654789,flowers-at-her-feet.epub.txt,I seemed to tower over her though I was only a little over medium height and wore low stacked heels.,F
5796405,be-still-bible-words-of-peace-and-comfort.epub.txt,"++++

SEPTEMBER 7

QUESTION: Did it take you a long time before you followed Jesus, or did you start to follow him as soon as he called you?",F
5354669,anandayana-project.epub.txt,"Some people consider Egos parasites of the individual, which come into play as the individual starts to become a puppet, reciting roles and scripts to please others and to oneself be pleased by others.",F
4715847,cascades-of-moonlight-the-parker-harris-series-book-1.epub.txt,"He walked over and, as I turned to look at him, he leaned down and kissed me.",F
1005222,descendent.epub.txt,"Tomorrow you will have a day off, though you will do a lighter morning exercise.""",F
1268214,my-inner-alien.epub.txt,Meta nestled close to her and purred as she stroked him.,F
2401202,destiny-scorns.epub.txt,They watched from the window as Wendy did her laps but after sometime they saw Tim approaching her.,F
2328283,stygian-scars-of-the-wraiths-book-1.epub.txt,"She wiggled her ass as she slipped out of her jeans, taking her red panties with them.",F
3257221,victimized-buchanans-secret.epub.txt,The roommate answered in a hushed tone into his phone as he made his way to the door.,F
2698401,hadron-dark-matter.epub.txt,"Things could easily get just as nasty as we saw here, only the murderers and thugs could be normal families just trying to survive.""",F
3673462,marlowe-kana-book-1-volume-1.epub.txt,"""Yes, as we decided,"" Davis replied without hesitation.",F
4579809,death-by-chenille.epub.txt,"""Cecily, why don't you put the chenille stuff in the office and see if our crack sewing team needs anything,"" Margaret said as she motioned the other women toward the rattan chairs.",F
2057413,bloodmaster-the-courtship-of-apollyon.epub.txt,"Chapter 8

Monday June 12th

Rome

If Archbishop Luigi Magliano was less than thrilled with his new assignment for the Vatican, he had at least done his best to put ego aside and accept it with as much grace as he could muster under the circumstances, willing himself to remain the humble servant of the Lord, even when his fiery Italian temper itched to rebel at certain affronts to his dignity.",F
2196829,twilight-breakout.epub.txt,Chema act-ed like Irene's father but he wasn't going to be mine for as much as he tried.,F
19982,grace360.epub.txt,"Work for them AS IF YOU WERE WORKING FOR CHRIST.""",F
2812735,thunder-valley.epub.txt,Sunny is very easy to get along with as are Julie and Sam.,F
3922086,danis-shorts-2.epub.txt,Very few people are affected as much as you.,F
4630561,what-is-truth-powers-that-were-powers-that-are-the-shifting-.epub.txt,"Four minutes passed, with Murray envisioning a career as a cab driver or hamburger cook.",F
2890275,the-daemoniac.epub.txt,"Not just for his medical expertise, though it would certainly be useful.",F
48405,the-oraon-and-the-divine-tree.epub.txt,"Dhanesh himself, however, was carefree as he knew that his friend must give signals before falling down.",F
3116166,wicked-wind.epub.txt,"Looking down, she felt her jaw drop as she stared at the large round diamond set in a band of gems.",F
1317471,after-alex-died.epub.txt,"""I've heard a lot about you,"" Colin said as he took my hand and shook it.",F
1202457,lascaria-evil-reborn.epub.txt,She had thought much about the huntress the night before as she recovered from her battle.,F
5465790,fire-dragons-dragon-adventure-series-2-book-1.epub.txt,"""Ha, I got you back,"" Draig snorted as he poked her with the tip of his tail.",F
3035978,hollow-point.epub.txt,He paused to marvel at the vast vessels as they glided toward the mountains.,F
5794945,the-gentile-witness-book-ii-elijah.epub.txt,"""Yes Keveta, I will tell him exactly as you just 'stated' it.""",F
2810046,a-w-pink-classic-sovereignty-of-god-the-attributes-of-god.epub.txt,"It is only as we see the real nature of freedom, and mark that the will is subject to the motives brought to bear upon it—that we are able to discern there is no conflict between two statements of Holy Writ which concern our blessed Lord.",F
3381705,the-rule-of-the-people.epub.txt,"The Tiguan bucked suddenly as a front tyre shredded, the car careering left.",F
3489799,the-death-of-osama-bin-laden-an-alternative-history.epub.txt,I lay in wait as the others entered the inn.,F
1301531,deathly-embrace.epub.txt,"""_

Paige was already aware that Logan's cock was losing some of its turgid hardness and tried not to panic as she wondered if it was lack of desire for her or him consciously fighting Annie.",F
4612088,only-the-strongest-survive.epub.txt,"What's happening to him could be interpreted as my revenge, she thought.",F
3244671,frost-burn-the-fire-and-ice-series-book-1.epub.txt,"It felt as if the energy, the very _life_ drained from him as all of his cells seemed to crash into his hand before being pulled from him and into _her_.",F
2834458,the-jongurian-mission.epub.txt,"Fess gingerly limped over to the makeshift stretcher and sat down, raising his injured leg up as best he could so that it wouldn't drag.",F
236340,school-of-athens.epub.txt,He alone is privy to the message they are delivering and believes it to be wise to approach the city as a friend and ally and in the least threatening posture possible.,F
2556462,sole-operator.epub.txt,"The level of noise in the cargo bay, created by air rushing around the fuselage, became more apparent as the aircraft slowed down and the noise dissipated.",F
5116769,bloodmaster-ii-the-tribulation.epub.txt,"Her face was pale and dotted with perspiration, her green eyes huge as she tried to read the internist's face.",F
5599093,podcast-library-vol-1.epub.txt,"And in her last edition as programme producer, Cheryl Gabriel shares her useful contacts with listener Jane Moore, who has recently been diagnosed with Macular Degeneration.""",F
3398044,a-dream-of-hope-and-sorrow-book-one-of-the-druid-saga.epub.txt,"""I can get you across the river, little wolf,"" he grunted as he dropped his wood beside the fireplace.",F
5090859,two-grains-of-sand.epub.txt,Paget's role was now finished as he watched the back of Gobbwer as he left the hotel.,F
2666679,nomads-the-risen-god.epub.txt,"She rose and walked to the table were the metal head sat and laid a wrinkled hand on it, ""Your people are dead by now as dead as this pitiful reminder of your past failures"", she pick up the head and looked into its dead eyes, ""I wonder what he would say if he were alive right now?""",F
4628554,the-bare-necessities-non-profane-edition.epub.txt,"""It's a really good idea,"" Jack was told angrily as Paige browsed the shelves of the shop.",F
2994868,the-town.epub.txt,"Max wanted to lure all of the Red Death to the front of the town wall, just as he had already done at Rich's barn.",F
2665756,the-meta-corps-dream-of-the-youth.epub.txt,"""Well, I would rather be in toy land as a person instead of fuckin'...nothing!""",F
801352,war-to-the-death.epub.txt,"I waved at him, but much as I expected he ignored me and continued to drag in his pots.",F
1453395,unplugged.epub.txt,"And now, an hour later, he had in his sleep repositioned himself with most of the top sheet at the edge of the bed, which is to say, as far as he could get from his alleged girlfriend.",F
4862902,the-queen-hidden-earth-series-volume-1-maycly-the-trilogy-bo.epub.txt,"Pain shot through the numbness as the imps again pulled her back down to where she could not see, but she retaliated and hauled herself back up.",F
2408627,suzanne.epub.txt,She shied away from the Russian who had hands that were as big as catcher's mitts.,F
3426600,in-the-future-this-will-not-be-necessary.epub.txt,"Perhaps it was just his tiredness, but it seemed to me that a trace of doubt had crept in, as if he were starting to lose faith in whatever deeply-held conviction had sustained him in his self-imposed isolation.",F
2257847,party-of-five-a-game-of-po.epub.txt,"""You don't need to know,"" offered Tark as he kept an easy pace.",F
2609858,tell-me-a-story-104-short-stories-in-52-weeks.epub.txt,"It feels both as though it is clinging to the edge of a cliff – just there, down at the edge of the lane – and stuffed up against the mountains.",F
1041066,sherwood.epub.txt,"Of course, she had a horsey kind of face, long with big white square teeth, but she was tough and strong and almost as tall as John.",F
1258390,toms-happily-ever-after-part-two.epub.txt,He watched as himself walked out of the room slamming the door to meet the guards standing attention.,F
2236319,a-life-worthy-of-the-gods-the-life-and-work-of-epicurus.epub.txt,"If, however, a man more advanced in years should complain about his death more than is right, would Nature not with even greater cause raise her voice in words such as these:

""Away with thy tears, rascal; a truce to your complaining.",F
4837208,death-of-a-financier.epub.txt,"A third, though much smaller road, too narrow for motor vehicles, led down to the north end of Hawah Beach from the bus stop outside the entrance of the Maharaja Palace.",F
2656323,fiction-vortex-december-2013.epub.txt,Young Hollow placed his hand on his brother's forehead as he tipped the glass to Lothar's chapped lips.,F
3535243,guardians-of-the-akasha.epub.txt,"She remembered the many blissful hours she spent there, roaming as free as the wind, her constant companion.",F
3600456,uprising-ava-delaney-vol-2.epub.txt,"I stopped walking, my brain catching up to my nose as I realised the truth.",F
626843,the-ghost-of-st-elmo.epub.txt,"Just as I did, Charles suggested we walk up front to get some snacks and something to drink before it got dark.",F
526587,the-cat-who-crushed-a-grape.epub.txt,"""Carry on,"" said the little man as he went back to strumming a melody on his mandolin.",F
5183721,the-best-ten-thousand-quotes-part-3.epub.txt,"Well, as he brews, so shall he drink, for George a Ben Johnson

#20978

Talking and eloquence are not the same to speak and to speak well are two things.",F
4170655,the-bugg-suit.epub.txt,"Rather than make a separate liner for each astronaut as has been done up to the present, the team used millions of micro robots which linked together and could form a 'one size fits all' liner.",F
3736228,hidden-secrets.epub.txt,"For the starting and landing we use the same standard-propulsion system as any other aircraft.""",F
